manufacturer,code,name,start_date,end_date,manufacturer_description,tags,synonyms,coe,type,manufacturer_url,image_path,image_url,stock_type
GAF,G-153,Oro Duro (Stiff Gold) Limited Availability Opaque,,,Gaffer Oro Duro (Stiff Gold) Limited Availability Opaque,"""yellow""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-153-Oro-Duro-Stiff-Gold-Limited-Availability/,,,
GAF,G-154,Viola Duro  (Stiff Purple) Opaque,,,Gaffer Viola Duro  (Stiff Purple) Opaque,"""purple""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-154-Viola-Duro-Stiff-Purple/,,,
GAF,G-155,Grigio Duro (Stiff Grey) Opaque,,,Gaffer Grigio Duro (Stiff Grey) Opaque,"""gray"", ""grey""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-155-Grigio-Duro-Stiff-Grey/,,,
GAF,G-156,Navy Duro (Stiff Navy) Opaque,,,Gaffer Navy Duro (Stiff Navy) Opaque,"""blue""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-156-Navy-Duro-Stiff-Navy/,,,
GAF,G-157,Turchese Duro (Turquoise) Limited Availability Opaque,,,Gaffer Turchese Duro (Turquoise) Limited Availability Opaque,"""blue"", ""green""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-157-Turchese-Duro-Turquoise-Limited-Availability/,,,
GAF,G-158,Celadon Duro Opaque,,,Gaffer Celadon Duro Opaque,"""unknown""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-158-Celadon-Duro/,,,
GAF,G-159,Vaniglia Duro (Vanilla) Limited Availability Opaque,,,Gaffer Vaniglia Duro (Vanilla) Limited Availability Opaque,"""white"", ""yellow""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-159-Vaniglia-Duro-Vanilla-Limited-Availability/,,,
GAF,G-160,Mint Limited Availability Opaque,,,Gaffer Mint Limited Availability Opaque,"""green""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-160-Mint-Limited-Availability/,,,
GAF,G-161,Blue Ice Limited Availability Opaque,,,Gaffer Blue Ice Limited Availability Opaque,"""blue""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-161-Blue-Ice-Limited-Availability/,,,
GAF,G-162,Coral Limited Availability Opaque,,,Gaffer Coral Limited Availability Opaque,"""orange"", ""pink""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-162-Coral-Limited-Availability/,,,
GAF,G-163,Night Sky Limited Availability Opaque,,,Gaffer Night Sky Limited Availability Opaque,"""blue""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-163-Night-Sky-Limited-Availability/,,,
GAF,G-164,Mauve Limited Availability Opaque,,,Gaffer Mauve Limited Availability Opaque,"""pink"", ""purple""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-164-Mauve-Limited-Availability/,,,
GAF,G-165,Pink Wisp Limited Availability Opaque,,,Gaffer Pink Wisp Limited Availability Opaque,"""pink""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-165-Pink-Wisp-Limited-Availability/,,,
GAF,G-166,Peach Limited Availability Opaque,,,Gaffer Peach Limited Availability Opaque,"""orange"", ""pink""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-166-Peach-Limited-Availability/,,,
GAF,G-167,Hot Pink Limited Availability Opaque,,,Gaffer Hot Pink Limited Availability Opaque,"""pink""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-167-Hot-Pink-Limited-Availability/,,,
GAF,G-168,Sahara Limited Availability Opaque,,,Gaffer Sahara Limited Availability Opaque,"""unknown""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-168-Sahara-Limited-Availability/,,,
GAF,G-169,Raw Umber Limited Availability Opaque,,,Gaffer Raw Umber Limited Availability Opaque,"""brown""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-169-Raw-Umber-Limited-Availability/,,,
GAF,G-170,Carmine Limited Availability Opaque,,,Gaffer Carmine Limited Availability Opaque,"""unknown""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-170-Carmine-Limited-Availability/,,,
GAF,G-171,Russet Limited Availability Opaque,,,Gaffer Russet Limited Availability Opaque,"""unknown""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-171-Russet-Limited-Availability/,,,
GAF,G-172,Mushroom Limited Availability Opaque,,,Gaffer Mushroom Limited Availability Opaque,"""unknown""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-172-Mushroom-Limited-Availability/,,,
GAF,G-173,Chocolate Limited Availability Opaque,,,Gaffer Chocolate Limited Availability Opaque,"""brown""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-173-Chocolate-Limited-Availability/,,,
GAF,G-174,Mustard Limited Availability Opaque,,,Gaffer Mustard Limited Availability Opaque,"""brown"", ""yellow""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-174-Mustard-Limited-Availability/,,,
GAF,G-175,Cinnamon Limited Availability Opaque,,,Gaffer Cinnamon Limited Availability Opaque,"""unknown""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-175-Cinnamon-Limited-Availability/,,,
GAF,G-176,Vermilion Limited Availability Opaque,,,Gaffer Vermilion Limited Availability Opaque,"""unknown""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-176-Vermilion-Limited-Availability/,,,
GAF,G-177,Burnt Sienna Limited Availability Opaque,,,Gaffer Burnt Sienna Limited Availability Opaque,"""brown"", ""orange"", ""red""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-177-Burnt-Sienna-Limited-Availability/,,,
GAF,G-178,Crimson Limited Availability Opaque,,,Gaffer Crimson Limited Availability Opaque,"""red""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-178-Crimson-Limited-Availability/,,,
GAF,G-179,Devil Red Limited Availability Opaque,,,Gaffer Devil Red Limited Availability Opaque,"""red""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-179-Devil-Red-Limited-Availability/,,,
GAF,G-180,Ferrari Red Limited Availability Opaque,,,Gaffer Ferrari Red Limited Availability Opaque,"""red""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-180-Ferrari-Red-Limited-Availability/,,,
GAF,G-181,Chili Red Limited Availability Opaque,,,Gaffer Chili Red Limited Availability Opaque,"""red""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-181-Chili-Red-Limited-Availability/,,,
GAF,G-182,Orange Limited Availability Opaque,,,Gaffer Orange Limited Availability Opaque,"""orange""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-182-Orange-Limited-Availability/,,,
GAF,G-183,Taxi Cab Yellow Limited Availability Opaque,,,Gaffer Taxi Cab Yellow Limited Availability Opaque,"""yellow""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-183-Taxi-Cab-Yellow-Limited-Availability/,,,
GAF,G-184,Canary Yellow Limited Availability Opaque,,,Gaffer Canary Yellow Limited Availability Opaque,"""yellow""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-184-Canary-Yellow-Limited-Availability/,,,
GAF,G-185,Corn Yellow Limited Availability Opaque,,,Gaffer Corn Yellow Limited Availability Opaque,"""yellow""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-185-Corn-Yellow-Limited-Availability/,,,
GAF,G-186,Tangerine Opaque,,,Gaffer Tangerine Opaque,"""unknown""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-186-Tangerine/,,,
GAF,G-187,Lemon Yellow Limited Availability Opaque,,,Gaffer Lemon Yellow Limited Availability Opaque,"""yellow""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-187-Lemon-Yellow-Limited-Availability/,,,
GAF,G-188,Pale Primrose Limited Availability Opaque,,,Gaffer Pale Primrose Limited Availability Opaque,"""unknown""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-188-Pale-Primrose-Limited-Availability/,,,
GAF,G-189,French Vanilla Limited Availability Opaque,,,Gaffer French Vanilla Limited Availability Opaque,"""white"", ""yellow""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-189-French-Vanilla-Limited-Availability/,,,
GAF,G-190,Alabaster Opaque,,,Gaffer Alabaster Opaque,"""white""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-190-Alabaster/,,,
GAF,G-192,Grey Limited Availability Opaque,,,Gaffer Grey Limited Availability Opaque,"""gray"", ""grey""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-192-Grey-Limited-Availability/,,,
GAF,G-193,Brown Limited Availability Opaque,,,Gaffer Brown Limited Availability Opaque,"""brown""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-193-Brown-Limited-Availability/,,,
GAF,G-194,Phil's Grey Limited Availability Opaque,,,Gaffer Phil's Grey Limited Availability Opaque,"""gray"", ""grey""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-194-Phils-Grey-Limited-Availability/,,,
GAF,G-198,Royal Purple Limited Availability Opaque,,,Gaffer Royal Purple Limited Availability Opaque,"""purple""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-198-Royal-Purple-Limited-Availability/,,,
GAF,G-199,Purple Rose Limited Availability Opaque,,,Gaffer Purple Rose Limited Availability Opaque,"""pink"", ""purple"", ""red""",,96,sheet,https://ebbatchcolor.com/Gaffer-Opaques/G-199-Purple-Rose-Limited-Availability/,,,
GAF,G-010,Gold Ruby Extra Transparent,,,Gaffer Gold Ruby Extra Transparent,"""red"", ""yellow""",,96,sheet,https://ebbatchcolor.com/Gaffer-Transparents/G-010-Gold-Ruby-Extra/,,,
GAF,G-011,Gold Amethyst Limited Availability Transparent,,,Gaffer Gold Amethyst Limited Availability Transparent,"""purple"", ""yellow""",,96,sheet,https://ebbatchcolor.com/Gaffer-Transparents/G-011-Gold-Amethyst-Limited-Availability/,,,
GAF,G-012,Brilliant Gold Transparent,,,Gaffer Brilliant Gold Transparent,"""yellow""",,96,sheet,https://ebbatchcolor.com/Gaffer-Transparents/G-012-Brilliant-Gold/,,,
GAF,G-013,Apricot Transparent,,,Gaffer Apricot Transparent,"""orange"", ""yellow""",,96,sheet,https://ebbatchcolor.com/Gaffer-Transparents/G-013-Apricot/,,,
GAF,G-014,Gold Ruby Limited Availability Transparent,,,Gaffer Gold Ruby Limited Availability Transparent,"""red"", ""yellow""",,96,sheet,https://ebbatchcolor.com/Gaffer-Transparents/G-014-Gold-Ruby-Limited-Availability/,,,
GAF,G-015,Hyacinth Limited Availability Transparent,,,Gaffer Hyacinth Limited Availability Transparent,"""blue"", ""purple""",,96,sheet,https://ebbatchcolor.com/Gaffer-Transparents/G-015-Hyacinth-Limited-Availability/,,,
GAF,G-016,Wine Red Limited Availability Transparent,,,Gaffer Wine Red Limited Availability Transparent,"""red""",,96,sheet,https://ebbatchcolor.com/Gaffer-Transparents/G-016-Wine-Red-Limited-Availability/,,,
GAF,G-019,Gold Topaz Limited Availability Transparent,,,Gaffer Gold Topaz Limited Availability Transparent,"""orange"", ""yellow""",,96,sheet,https://ebbatchcolor.com/Gaffer-Transparents/G-019-Gold-Topaz-Limited-Availability/,,,
GAF,G-020,Cobalt Extra Blue Transparent,,,Gaffer Cobalt Extra Blue Transparent,"""blue""",,96,sheet,https://ebbatchcolor.com/Gaffer-Transparents/G-020-Cobalt-Extra-Blue/,,,
GAF,G-021,Midnight Blue Transparent,,,Gaffer Midnight Blue Transparent,"""black"", ""blue""",,96,sheet,https://ebbatchcolor.com/Gaffer-Transparents/G-021-Midnight-Blue/,,,
GAF,G-022,Aquamarine Blue Limited Availability Transparent,,,Gaffer Aquamarine Blue Limited Availability Transparent,"""blue""",,96,sheet,https://ebbatchcolor.com/Gaffer-Transparents/G-022-Aquamarine-Blue-Limited-Availability/,,,
GAF,G-023,Copper Blue Transparent,,,Gaffer Copper Blue Transparent,"""blue"", ""brown"", ""orange"", ""red""",,96,sheet,https://ebbatchcolor.com/Gaffer-Transparents/G-023-Copper-Blue/,,,
GAF,G-024,Steel Blue Transparent,,,Gaffer Steel Blue Transparent,"""blue""",,96,sheet,https://ebbatchcolor.com/Gaffer-Transparents/G-024-Steel-Blue/,,,
GAF,G-025,Steel Grey Transparent,,,Gaffer Steel Grey Transparent,"""gray"", ""grey""",,96,sheet,https://ebbatchcolor.com/Gaffer-Transparents/G-025-Steel-Grey/,,,
GAF,G-026,Cerulean Blue Transparent,,,Gaffer Cerulean Blue Transparent,"""blue""",,96,sheet,https://ebbatchcolor.com/Gaffer-Transparents/G-026-Cerulean-Blue/,,,
